"","X29","X29.1","X29.2","X25","X29.3","X25.1","X26","X21","X29.4","X21.1","X21.2","X21.3","X29.5","X29.6","X29.7","X21.4","X21.5","X25.2","X21.6","X24","X29.8","DOC.CLASS"
"925",21,20,21,18,20,18,18,18,21,17,17,15,19,19,20,17,15,18,18,17,16,"tabloid"
"926",23,21,23,21,22,18,17,16,23,20,20,19,21,21,21,20,19,21,15,18,22,"tabloid"
"927",16,16,16,16,16,15,16,15,16,14,14,14,16,16,16,14,14,16,15,15,16,"tabloid"
"928",15,14,15,14,15,11,11,11,14,12,11,10,13,13,14,11,10,14,11,11,11,"tabloid"
"929",27,27,27,24,27,19,22,17,27,26,26,25,27,27,27,26,25,24,17,18,26,"tabloid"
"930",28,24,28,25,26,21,20,25,28,19,19,17,22,22,24,19,17,25,25,20,19,"tabloid"
"931",15,13,15,13,15,12,11,12,15,12,12,9,12,12,13,12,9,13,12,11,11,"tabloid"
"932",17,17,17,12,17,12,13,11,16,12,11,8,14,14,17,11,8,12,10,12,9,"tabloid"
"933",18,18,18,16,18,16,16,15,18,15,15,15,17,17,18,15,15,16,14,16,16,"tabloid"
"934",15,15,15,12,15,13,14,12,14,13,12,12,13,13,15,12,12,12,12,12,13,"tabloid"
"935",65,64,65,47,64,44,44,41,65,61,61,56,63,63,64,61,56,47,41,43,59,"tabloid"
"936",26,25,26,26,25,24,24,22,26,24,24,24,23,23,25,24,24,26,22,24,25,"tabloid"
"937",72,70,71,52,70,44,49,45,72,47,39,35,69,69,70,39,35,52,45,43,51,"tabloid"
"938",34,32,33,26,32,26,27,25,34,27,27,23,30,30,32,27,23,26,25,24,25,"tabloid"
"939",15,15,15,15,15,12,13,15,15,12,12,11,15,15,15,12,11,15,15,12,14,"tabloid"
"940",31,26,30,26,27,23,25,24,31,23,23,22,26,26,26,23,22,26,24,22,27,"tabloid"
"941",17,16,17,15,16,14,13,15,17,15,15,13,15,15,16,15,13,15,15,14,13,"tabloid"
"942",11,11,11,11,11,9,9,10,11,10,10,10,10,10,11,10,10,11,10,9,11,"tabloid"
"943",42,39,41,31,40,32,31,30,41,35,34,29,37,37,39,34,29,31,30,32,32,"tabloid"
"944",94,81,93,70,84,64,69,64,94,62,60,52,74,74,81,60,52,70,64,61,74,"tabloid"
"945",12,11,12,11,12,11,12,9,12,7,7,7,10,10,11,7,7,11,9,11,10,"tabloid"
"946",23,23,23,16,23,14,14,13,23,22,22,18,23,23,23,22,18,16,13,13,19,"tabloid"
"947",31,29,31,25,31,23,23,18,30,25,25,24,29,29,29,25,24,25,18,23,27,"tabloid"
"948",20,20,20,15,20,16,17,14,20,19,19,18,19,19,20,19,18,15,14,16,19,"tabloid"
"949",24,23,24,23,24,21,23,21,24,17,17,16,23,23,23,17,16,23,21,21,23,"tabloid"
"950",7,7,7,7,7,6,7,7,7,6,6,4,7,7,7,6,4,7,7,6,5,"tabloid"
"951",44,42,44,38,43,32,32,35,44,35,34,30,40,40,42,34,30,38,35,32,34,"tabloid"
"952",20,18,19,13,18,14,14,11,20,14,14,13,17,17,18,14,13,12,11,12,16,"tabloid"
"953",34,32,34,25,32,23,24,19,34,30,30,30,32,31,32,30,30,25,18,22,31,"tabloid"
"954",13,12,13,12,13,11,11,11,13,11,11,9,12,12,12,11,9,12,11,11,9,"tabloid"
"955",25,24,25,21,25,19,20,20,25,23,23,20,24,24,24,23,20,21,20,18,21,"tabloid"
"956",24,22,24,21,23,16,17,18,24,18,18,17,21,21,22,18,17,21,18,16,20,"tabloid"
"957",24,24,24,20,24,23,22,16,24,20,20,20,24,24,24,20,20,20,16,22,23,"tabloid"
"958",24,22,24,23,21,20,19,16,24,21,21,9,21,20,21,21,9,23,16,20,9,"tabloid"
"959",26,25,26,22,25,18,19,22,26,21,21,18,25,25,25,21,18,22,22,18,21,"tabloid"
"960",23,23,23,19,23,16,16,15,23,22,22,21,23,23,23,22,21,19,15,15,22,"tabloid"
"961",31,28,31,25,30,21,21,24,31,25,25,21,27,27,28,25,21,25,24,20,22,"tabloid"
"962",20,17,20,13,18,11,12,15,19,15,14,13,16,16,17,14,13,13,15,11,14,"tabloid"
"963",27,26,27,23,26,25,25,22,27,23,23,23,26,26,26,23,23,23,22,25,26,"tabloid"
"964",11,11,11,11,11,9,9,11,10,11,10,10,11,11,11,10,10,11,11,9,10,"tabloid"
"965",20,17,20,15,17,15,16,15,20,14,14,14,15,15,17,14,14,15,15,13,15,"tabloid"
"966",18,18,18,16,18,15,15,16,18,16,15,14,17,17,18,15,14,16,16,15,15,"tabloid"
"967",27,25,27,27,25,19,20,27,27,22,22,22,25,25,25,22,22,27,27,19,27,"tabloid"
"968",26,25,26,25,26,20,20,24,26,21,21,14,25,25,25,21,14,25,23,19,17,"tabloid"
"969",16,15,16,14,15,11,12,14,16,12,12,9,15,15,15,12,9,14,14,11,11,"tabloid"
"970",13,13,13,10,13,10,12,12,13,10,10,7,13,13,13,10,7,10,11,10,9,"tabloid"
"971",20,19,20,18,20,18,18,16,19,18,17,16,18,18,19,17,16,18,16,18,17,"tabloid"
"972",29,29,29,26,29,28,28,27,28,26,25,24,29,29,29,25,24,26,27,27,26,"tabloid"
"973",42,39,42,34,40,29,28,32,42,37,37,32,39,39,39,37,32,34,31,29,33,"tabloid"
"974",28,28,28,25,28,23,23,27,28,26,26,22,28,28,28,26,22,25,26,22,24,"tabloid"
"975",18,16,18,15,16,14,14,12,18,14,14,14,16,16,16,14,14,15,12,14,16,"tabloid"
"976",23,23,23,21,23,22,23,19,23,19,19,18,22,22,23,19,18,21,18,22,21,"tabloid"
"977",11,10,11,11,11,10,10,9,11,8,8,8,10,10,10,8,8,11,9,10,9,"tabloid"
"978",36,33,36,34,34,28,29,28,36,29,28,27,32,32,33,28,27,34,28,26,30,"tabloid"
"979",21,20,21,21,21,21,21,19,21,17,17,16,20,20,20,17,16,21,19,21,18,"tabloid"
"980",15,14,15,14,15,12,13,12,15,12,12,11,13,13,14,12,11,14,12,10,13,"tabloid"
"981",16,15,16,15,15,13,14,14,16,14,14,11,15,15,15,14,11,15,14,12,11,"tabloid"
"982",21,20,21,18,21,15,17,17,21,18,18,12,19,19,20,18,12,18,17,15,15,"tabloid"
"983",14,14,14,12,14,13,13,13,14,11,10,8,12,12,14,10,8,12,13,13,9,"tabloid"
"984",36,35,36,30,35,20,22,26,36,29,29,28,34,34,35,29,28,30,26,18,31,"tabloid"
"985",49,48,49,41,48,34,34,38,49,45,45,43,44,44,48,45,43,41,38,34,43,"tabloid"
"986",34,31,34,29,32,24,24,28,34,29,29,28,29,29,31,29,28,29,28,23,30,"tabloid"
"987",31,30,31,28,30,28,27,26,31,29,29,28,29,29,30,29,28,28,26,27,29,"tabloid"
"988",23,22,23,22,22,20,21,19,23,19,19,15,22,22,22,19,15,22,19,20,18,"tabloid"
"989",19,19,19,18,19,17,17,15,19,17,17,16,19,19,19,17,16,18,15,17,18,"tabloid"
"990",26,24,26,22,25,20,18,21,26,24,24,20,24,24,24,24,20,22,21,20,21,"tabloid"
"991",14,14,14,11,14,12,13,11,14,13,13,11,14,14,14,13,11,11,11,12,12,"tabloid"
"992",23,21,23,20,22,16,16,17,23,17,17,16,19,19,21,17,16,20,17,16,18,"tabloid"
"993",15,15,15,15,15,15,15,13,14,14,14,14,15,15,15,14,14,15,13,15,14,"tabloid"
"994",46,44,46,35,44,29,31,32,46,37,37,36,43,43,44,37,36,35,32,29,41,"tabloid"
"995",31,30,31,29,30,26,27,21,31,27,27,27,28,28,30,27,27,29,21,26,28,"tabloid"
"996",13,12,13,12,12,7,8,10,13,10,10,8,12,12,12,10,8,12,10,7,10,"tabloid"
"997",29,25,29,25,27,25,24,25,29,23,23,20,25,25,25,23,20,24,25,25,21,"tabloid"
"998",14,13,14,13,13,12,13,13,14,12,12,12,12,12,13,12,12,13,13,12,12,"tabloid"
"999",34,33,34,25,33,24,25,21,34,32,32,28,32,32,33,32,28,25,21,24,28,"tabloid"
"1000",21,20,21,17,21,18,18,17,21,17,17,16,19,19,20,17,16,17,17,15,19,"tabloid"
"1001",71,67,71,66,71,60,59,53,71,58,57,56,64,64,67,57,56,66,53,60,61,"broadsheet"
"1002",23,23,23,22,23,21,21,23,23,23,23,23,23,23,23,23,23,22,23,21,23,"broadsheet"
"1003",32,31,32,27,31,30,30,26,32,31,31,31,30,30,31,31,31,27,26,30,32,"broadsheet"
"1004",28,28,28,27,28,27,27,26,28,25,25,24,27,27,28,25,24,27,26,27,27,"broadsheet"
"1005",27,26,27,22,27,24,25,22,27,24,24,24,26,26,26,24,24,22,22,24,26,"broadsheet"
"1006",38,37,38,35,37,37,38,33,38,37,37,37,36,36,37,37,37,35,33,36,38,"broadsheet"
"1007",29,28,29,27,28,28,28,27,28,28,28,28,28,28,28,28,28,27,27,28,28,"broadsheet"
"1008",26,25,26,26,26,24,24,25,26,24,24,24,25,25,25,24,24,26,25,24,25,"broadsheet"
"1009",18,18,18,17,18,18,18,17,18,17,17,17,18,18,18,17,17,17,17,18,18,"broadsheet"
"1010",17,16,17,16,16,16,17,15,17,16,15,15,16,16,16,15,15,16,15,16,16,"broadsheet"
"1011",31,30,31,31,30,29,29,31,31,30,30,30,30,30,30,30,30,31,31,29,31,"broadsheet"
"1012",42,42,42,39,42,32,34,35,42,40,40,40,42,42,42,40,40,39,35,32,42,"broadsheet"
"1013",104,96,103,91,103,93,94,95,104,95,94,93,96,96,96,94,93,91,95,90,94,"broadsheet"
"1014",30,28,30,28,29,28,28,28,30,28,28,28,27,27,28,28,28,28,28,28,29,"broadsheet"
"1015",37,35,36,33,37,33,33,34,37,33,33,33,35,35,35,33,33,33,34,32,35,"broadsheet"
"1016",23,22,22,21,22,16,18,21,23,22,22,22,22,22,22,22,22,21,21,16,22,"broadsheet"
"1017",73,65,72,64,66,58,58,64,72,63,62,62,65,65,65,62,62,64,64,57,66,"broadsheet"
"1018",39,37,39,33,37,30,30,31,39,34,34,34,36,36,37,34,34,33,31,30,37,"broadsheet"
"1019",51,51,51,47,51,49,49,47,51,45,45,45,51,51,51,45,45,47,47,48,51,"broadsheet"
"1020",20,20,20,20,20,19,20,20,20,20,19,19,19,19,20,19,19,20,20,19,20,"broadsheet"
"1021",21,21,21,21,21,19,20,19,21,19,19,19,21,21,21,19,19,21,19,19,20,"broadsheet"
"1022",51,50,51,44,50,45,46,42,51,48,48,48,50,50,50,48,48,44,41,44,51,"broadsheet"
"1023",34,34,34,34,34,32,31,32,34,33,33,33,34,34,34,33,33,34,32,31,34,"broadsheet"
"1024",66,64,66,60,66,46,50,54,66,61,61,56,63,63,64,61,56,60,54,46,59,"broadsheet"
"1025",39,33,38,34,37,32,33,35,38,33,33,31,33,33,33,33,31,34,35,32,33,"broadsheet"
"1026",29,28,29,27,29,26,28,28,29,26,26,26,28,28,28,26,26,27,28,26,28,"broadsheet"
"1027",18,18,18,15,18,15,15,15,18,17,17,15,18,18,18,17,15,15,15,15,16,"broadsheet"
"1028",47,46,47,43,46,38,38,42,47,45,45,45,46,46,46,45,45,43,42,38,47,"broadsheet"
"1029",22,22,22,21,22,20,20,19,22,22,22,22,21,21,22,22,22,21,19,19,22,"broadsheet"
"1030",32,32,32,31,32,28,29,31,32,32,32,32,32,32,32,32,32,31,30,27,32,"broadsheet"
"1031",41,34,37,37,34,31,32,30,40,31,31,31,28,28,34,31,31,37,30,31,40,"broadsheet"
"1032",19,19,19,19,19,17,17,19,19,19,19,19,19,19,19,19,19,19,19,17,19,"broadsheet"
"1033",24,20,24,21,21,20,19,15,24,16,16,16,20,20,20,16,16,21,15,20,24,"broadsheet"
"1034",43,40,43,39,42,39,40,34,43,39,39,38,39,39,40,39,38,39,34,39,40,"broadsheet"
"1035",37,36,37,35,37,34,36,34,37,36,35,35,36,36,36,35,35,35,34,34,36,"broadsheet"
"1036",60,58,60,57,58,53,55,52,59,52,51,50,58,58,58,51,50,57,52,53,56,"broadsheet"
"1037",45,43,45,41,44,41,41,40,44,39,39,39,43,43,43,39,39,41,40,40,44,"broadsheet"
"1038",48,47,48,35,47,35,38,39,48,47,47,47,47,47,47,47,47,35,39,34,48,"broadsheet"
"1039",28,27,28,25,27,23,24,23,27,27,26,24,27,27,27,26,24,25,23,22,25,"broadsheet"
"1040",25,23,25,24,22,23,23,24,25,22,22,22,23,22,22,22,22,24,24,23,25,"broadsheet"
"1041",31,28,31,28,28,26,29,22,31,24,24,24,26,26,28,24,24,27,22,26,29,"broadsheet"
"1042",48,44,48,42,45,41,41,40,48,40,40,39,42,42,44,40,39,42,40,41,42,"broadsheet"
"1043",43,43,43,41,43,39,40,41,43,42,42,42,43,43,43,42,42,41,41,39,43,"broadsheet"
"1044",28,26,28,25,26,23,23,25,28,24,24,22,25,25,26,24,22,25,25,23,25,"broadsheet"
"1045",21,21,21,20,21,20,20,19,21,19,19,19,21,21,21,19,19,20,19,18,21,"broadsheet"
"1046",44,44,44,40,44,36,36,41,44,43,43,42,43,43,44,43,42,40,41,35,42,"broadsheet"
"1047",24,24,24,24,24,23,23,22,24,23,23,22,24,24,24,23,22,24,22,22,23,"broadsheet"
"1048",39,37,39,35,37,33,33,34,38,34,34,33,36,36,37,34,33,35,34,33,34,"broadsheet"
"1049",50,49,50,49,50,46,46,46,50,49,49,49,49,49,49,49,49,49,46,46,49,"broadsheet"
"1050",41,41,41,38,41,32,34,35,41,41,41,40,41,41,41,41,40,38,35,31,40,"broadsheet"
"1051",35,35,35,34,35,27,27,34,35,34,34,33,35,35,35,34,33,34,34,27,34,"broadsheet"
"1052",30,30,30,28,30,27,26,28,30,30,30,30,30,30,30,30,30,28,28,27,30,"broadsheet"
"1053",27,27,27,24,27,22,22,21,27,27,27,27,27,27,27,27,27,24,21,22,27,"broadsheet"
"1054",44,41,44,41,43,42,41,42,44,39,39,39,41,41,41,39,39,41,42,42,41,"broadsheet"
"1055",19,19,19,19,19,16,17,16,19,19,19,19,19,19,19,19,19,19,16,16,19,"broadsheet"
"1056",28,28,28,28,28,26,26,25,28,27,26,26,28,28,28,26,26,28,25,26,27,"broadsheet"
"1057",30,28,30,29,30,29,27,28,30,24,24,24,26,26,28,24,24,29,28,28,28,"broadsheet"
"1058",20,20,20,19,20,20,20,18,20,19,19,19,19,19,20,19,19,19,18,20,20,"broadsheet"
"1059",44,43,43,41,43,39,41,42,44,42,42,42,43,43,43,42,42,41,42,39,42,"broadsheet"
"1060",21,21,21,21,21,21,20,20,21,20,20,20,21,21,21,20,20,21,20,21,21,"broadsheet"
"1061",35,32,34,30,32,28,27,27,35,28,28,28,32,32,32,28,28,30,27,28,34,"broadsheet"
"1062",30,30,30,21,30,24,23,23,30,29,29,28,30,30,30,29,28,21,23,24,29,"broadsheet"
"1063",28,28,28,24,28,22,22,18,28,26,26,26,28,28,28,26,26,24,18,22,28,"broadsheet"
"1064",28,27,28,26,27,26,27,23,28,26,26,26,27,27,27,26,26,26,23,26,28,"broadsheet"
"1065",28,28,28,24,28,22,21,23,28,27,27,26,28,28,28,27,26,24,23,22,27,"broadsheet"
"1066",21,21,21,20,21,20,20,20,21,21,21,21,20,20,21,21,21,20,20,20,21,"broadsheet"
"1067",51,49,51,49,51,45,45,48,51,49,49,48,49,49,49,49,48,49,48,45,48,"broadsheet"
"1068",14,13,14,13,13,12,11,13,13,10,10,10,13,13,13,10,10,13,13,12,12,"broadsheet"
"1069",17,17,17,16,17,17,17,16,17,16,16,16,17,17,17,16,16,16,16,17,17,"broadsheet"
"1070",105,88,103,78,89,77,78,69,105,80,80,79,82,82,88,80,79,77,69,76,102,"broadsheet"
"1071",41,40,41,38,40,37,36,37,41,34,32,32,39,39,40,32,32,38,37,37,39,"broadsheet"
"1072",36,36,36,27,36,29,30,29,36,33,33,33,35,35,36,33,33,27,29,29,35,"broadsheet"
"1073",34,33,34,33,34,32,32,34,34,33,33,33,33,33,33,33,33,33,34,32,33,"broadsheet"
"1074",63,61,62,60,63,60,58,58,63,60,60,60,60,60,61,60,60,60,58,60,61,"broadsheet"
"1075",19,18,19,18,18,15,14,16,19,18,18,18,18,18,18,18,18,18,16,14,18,"broadsheet"
"1076",46,42,45,40,44,37,40,41,46,40,40,39,41,41,42,40,39,40,41,37,41,"broadsheet"
"1077",26,26,26,24,26,25,23,19,26,25,25,25,25,25,26,25,25,24,19,25,26,"broadsheet"
"1078",41,41,41,40,41,39,39,34,41,41,41,41,41,41,41,41,41,40,34,39,41,"broadsheet"
"1079",40,38,40,35,39,30,31,28,40,35,34,32,36,36,38,34,32,35,28,29,37,"broadsheet"
"1080",46,45,45,39,45,36,36,36,46,43,43,43,44,44,45,43,43,39,36,35,43,"broadsheet"
"1081",42,41,41,36,42,30,29,24,42,40,40,39,38,38,41,40,39,36,24,28,41,"broadsheet"
"1082",28,28,28,27,28,27,28,28,28,28,27,27,28,28,28,27,27,27,28,27,27,"broadsheet"
"1083",54,53,53,51,53,46,45,48,54,52,52,52,52,52,53,52,52,51,48,45,54,"broadsheet"
"1084",36,36,36,30,36,31,31,29,36,36,36,36,36,36,36,36,36,30,29,30,36,"broadsheet"
"1085",25,24,25,23,25,25,25,23,25,24,24,24,22,22,24,24,24,23,23,25,25,"broadsheet"
"1086",24,24,24,23,24,21,21,20,24,23,23,23,24,24,24,23,23,23,20,21,24,"broadsheet"
"1087",28,28,27,26,28,23,23,26,28,28,28,23,26,26,28,28,23,26,26,22,23,"broadsheet"
"1088",18,18,18,16,18,16,16,17,18,18,18,18,17,17,18,18,18,16,17,16,18,"broadsheet"
"1089",19,19,19,19,19,18,17,19,19,19,19,19,19,19,19,19,19,19,19,18,19,"broadsheet"
"1090",58,58,58,51,58,52,49,48,58,58,58,58,58,58,58,58,58,51,48,52,58,"broadsheet"
"1091",24,23,24,21,24,21,21,21,24,21,21,21,22,22,23,21,21,21,21,21,22,"broadsheet"
"1092",20,20,20,20,20,19,19,19,20,20,20,20,20,20,20,20,20,20,19,19,20,"broadsheet"
"1093",49,47,49,41,47,38,43,42,49,47,47,47,47,47,47,47,47,41,42,37,48,"broadsheet"
"1094",42,39,42,38,39,39,39,36,41,35,35,34,38,38,39,35,34,38,36,39,38,"broadsheet"
"1095",25,23,25,22,23,18,20,20,25,20,20,19,23,23,23,20,19,22,20,18,24,"broadsheet"
"1096",63,62,63,43,62,40,43,42,63,58,58,56,62,62,62,58,56,43,42,37,59,"broadsheet"
"1097",51,46,51,40,50,40,44,42,51,34,34,33,43,43,46,34,33,39,42,38,42,"broadsheet"
"1098",19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,"broadsheet"
"1099",25,25,25,24,25,22,22,23,25,25,25,25,25,25,25,25,25,24,22,21,25,"broadsheet"
"1100",49,49,49,47,49,38,40,38,49,44,44,44,46,46,49,44,44,47,38,38,49,"broadsheet"
"1101",37,36,37,35,36,31,31,34,36,36,36,36,35,35,36,36,36,35,34,30,36,"broadsheet"
"1102",20,20,20,20,20,20,20,17,20,20,20,20,20,20,20,20,20,20,17,20,20,"broadsheet"
"1103",33,33,33,22,33,21,20,22,33,30,30,29,32,32,33,30,29,22,22,21,30,"broadsheet"
"1104",28,28,28,25,28,25,26,26,28,25,25,24,28,28,28,25,24,25,26,25,27,"broadsheet"
"1105",41,38,41,36,39,32,34,34,40,36,36,36,34,34,38,36,36,36,34,32,39,"broadsheet"
"1106",31,30,31,28,30,28,26,28,31,27,27,27,29,29,30,27,27,28,27,28,30,"broadsheet"
"1107",26,25,26,22,25,22,23,24,26,24,24,22,25,25,25,24,22,22,24,21,22,"broadsheet"
"1108",34,32,34,32,32,28,28,28,34,31,31,31,32,32,32,31,31,32,28,28,34,"broadsheet"
"1109",42,42,42,39,42,37,37,36,42,42,42,42,41,41,42,42,42,39,36,36,42,"broadsheet"
"1110",51,50,51,46,51,42,45,41,51,44,44,43,50,50,50,44,43,46,41,40,50,"broadsheet"
"1111",56,44,56,38,45,33,37,37,56,44,44,44,43,43,44,44,44,38,37,31,56,"broadsheet"
"1112",52,52,52,45,52,50,48,42,52,51,51,50,52,52,52,51,50,45,42,50,51,"broadsheet"
"1113",23,23,23,22,23,20,21,21,23,23,23,23,23,23,23,23,23,22,21,20,23,"broadsheet"
"1114",29,27,29,28,27,28,28,28,29,27,27,27,26,26,27,27,27,28,28,28,29,"broadsheet"
"1115",33,33,33,32,33,29,29,27,33,32,32,29,32,32,33,32,29,32,27,29,30,"broadsheet"
"1116",34,33,34,30,34,28,28,30,34,29,29,29,32,32,33,29,29,30,30,28,34,"broadsheet"
"1117",36,36,36,35,36,32,33,32,36,35,35,35,35,35,36,35,35,35,31,32,36,"broadsheet"
"1118",38,38,38,37,38,36,35,38,38,38,38,38,38,38,38,38,38,37,38,35,38,"broadsheet"
"1119",25,25,25,23,25,24,24,24,25,25,25,25,25,25,25,25,25,23,24,24,25,"broadsheet"
"1120",23,23,23,19,23,18,20,19,23,22,22,21,23,23,23,22,21,18,19,18,22,"broadsheet"
"1121",61,58,60,54,61,50,50,53,61,55,54,51,54,54,58,54,51,54,53,48,53,"broadsheet"
"1122",19,19,19,17,19,18,19,16,19,19,19,19,19,19,19,19,19,17,16,18,19,"broadsheet"
"1123",20,18,20,19,19,14,16,19,20,17,17,17,18,18,18,17,17,19,19,14,17,"broadsheet"
"1124",36,36,36,35,36,35,35,33,36,34,34,34,36,36,36,34,34,35,33,35,36,"broadsheet"
"1125",30,29,30,27,29,29,29,29,30,29,29,29,28,28,29,29,29,27,29,28,30,"broadsheet"
"1126",22,22,22,21,22,17,19,21,22,21,21,20,22,22,22,21,20,21,21,17,21,"broadsheet"
"1127",28,25,28,25,26,22,24,23,28,25,25,25,25,24,25,25,25,25,23,22,25,"broadsheet"
"1128",22,22,22,21,22,20,21,20,21,22,21,21,22,22,22,21,21,21,20,20,21,"broadsheet"
"1129",22,22,22,18,22,19,20,18,22,22,22,22,21,21,22,22,22,18,18,19,22,"broadsheet"
"1130",26,25,26,25,26,22,23,21,26,22,22,21,25,25,25,22,21,25,21,21,23,"broadsheet"
"1131",20,19,20,20,19,20,20,19,20,17,17,17,19,19,19,17,17,20,19,20,20,"broadsheet"
"1132",28,28,28,27,28,27,27,22,28,28,28,27,28,28,28,28,27,27,22,27,27,"broadsheet"
"1133",26,25,26,26,26,26,26,26,26,25,25,25,24,24,25,25,25,26,26,26,26,"broadsheet"
"1134",29,29,29,29,29,27,26,26,29,25,25,25,29,29,29,25,25,29,26,27,29,"broadsheet"
"1135",46,46,46,46,46,45,44,46,46,44,44,44,45,45,46,44,44,46,46,45,46,"broadsheet"
"1136",31,30,31,26,30,28,27,26,31,29,29,29,30,30,30,29,29,26,26,28,31,"broadsheet"
"1137",27,26,27,23,26,23,24,27,27,21,21,21,26,26,26,21,21,23,27,23,25,"broadsheet"
"1138",22,21,22,21,22,20,21,18,22,20,20,18,21,21,21,20,18,21,17,20,19,"broadsheet"
"1139",23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,"broadsheet"
"1140",24,24,24,23,24,22,23,21,24,23,23,22,24,24,24,23,22,23,21,22,23,"broadsheet"
"1141",34,31,34,30,32,31,30,30,34,31,31,30,31,31,31,31,30,30,30,29,33,"broadsheet"
"1142",20,19,20,18,19,18,18,14,20,18,18,18,19,19,19,18,18,18,14,18,20,"broadsheet"
"1143",37,36,37,33,36,34,34,34,36,32,32,31,35,35,36,32,31,32,34,34,35,"broadsheet"
"1144",31,30,31,29,30,29,29,25,31,29,29,29,30,30,30,29,29,29,25,29,31,"broadsheet"
"1145",116,106,116,106,108,105,104,103,115,79,79,78,100,100,106,79,78,106,103,104,114,"broadsheet"
"1146",36,34,36,30,35,32,31,28,35,33,33,33,33,33,34,33,33,30,28,32,35,"broadsheet"
"1147",18,18,18,18,18,17,17,16,18,18,18,18,18,18,18,18,18,18,16,17,18,"broadsheet"
"1148",35,28,35,28,28,27,28,26,35,28,28,28,28,28,28,28,28,28,26,26,35,"broadsheet"
"1149",17,17,17,17,17,17,17,16,17,16,16,16,17,17,17,16,16,17,16,17,17,"broadsheet"
"1150",25,22,25,23,22,21,22,23,25,22,22,22,22,22,22,22,22,23,23,21,25,"broadsheet"
"1151",44,44,44,42,44,37,40,40,44,43,43,42,43,43,44,43,42,42,39,37,43,"broadsheet"
"1152",24,23,24,24,23,24,23,20,24,23,23,23,23,23,23,23,23,24,20,24,24,"broadsheet"
"1153",26,24,26,24,24,23,23,23,25,22,22,22,24,24,24,22,22,24,23,23,25,"broadsheet"
"1154",22,22,21,21,22,20,21,21,22,20,20,19,21,21,22,20,19,21,21,20,21,"broadsheet"
"1155",21,19,21,19,20,17,17,18,21,19,19,19,19,19,19,19,19,19,18,17,20,"broadsheet"
"1156",40,40,40,37,40,36,38,36,40,40,40,39,40,40,40,40,39,37,36,36,39,"broadsheet"
"1157",50,50,50,44,50,42,41,44,50,47,47,47,50,50,50,47,47,44,44,42,50,"broadsheet"
"1158",28,28,27,27,28,24,25,25,28,28,28,28,27,27,28,28,28,27,25,23,28,"broadsheet"
"1159",40,37,40,35,38,37,35,37,39,35,35,35,36,36,37,35,35,35,37,35,38,"broadsheet"
"1160",19,19,19,17,19,16,16,15,18,17,16,16,18,18,19,16,16,17,15,15,18,"broadsheet"
"1161",23,20,22,16,21,15,16,16,23,18,18,18,20,20,20,18,18,16,16,15,22,"broadsheet"
"1162",23,23,23,23,23,23,23,21,22,23,22,22,23,23,23,22,22,23,21,23,22,"broadsheet"
"1163",25,25,25,24,25,23,23,22,25,24,24,24,25,25,25,24,24,24,22,23,25,"broadsheet"
"1164",17,17,17,17,17,16,17,15,17,17,17,16,17,17,17,17,16,17,15,16,16,"broadsheet"
"1165",23,23,23,21,23,20,21,22,23,23,23,23,23,23,23,23,23,21,22,20,23,"broadsheet"
"1166",42,38,42,33,38,31,30,33,42,37,37,36,37,37,38,37,36,33,33,31,41,"broadsheet"
"1167",24,24,24,22,24,22,19,23,23,21,21,21,22,22,24,21,21,22,23,22,23,"broadsheet"
"1168",16,16,16,16,16,15,16,15,16,16,16,16,16,16,16,16,16,16,15,15,16,"broadsheet"
"1169",26,25,26,24,25,19,19,22,26,23,23,23,24,24,25,23,23,24,22,19,26,"broadsheet"
"1170",37,37,36,35,37,32,32,36,37,36,36,36,36,36,37,36,36,35,36,31,37,"broadsheet"
"1171",25,24,25,23,24,20,22,16,24,21,21,21,22,22,24,21,21,23,16,18,24,"broadsheet"
"1172",27,27,27,26,27,27,27,25,27,27,27,27,27,27,27,27,27,25,25,27,27,"broadsheet"
"1173",45,37,45,35,39,34,35,32,45,22,22,22,31,30,36,22,22,34,32,34,39,"broadsheet"
"1174",38,38,38,34,38,36,35,34,38,35,35,33,37,37,38,35,33,34,34,36,34,"broadsheet"
"1175",29,29,29,29,29,26,28,26,29,28,28,28,29,29,29,28,28,29,26,26,29,"broadsheet"
"1176",36,35,36,30,36,29,32,30,36,32,32,32,35,35,35,32,32,30,29,29,35,"broadsheet"
"1177",40,38,40,33,38,32,32,36,40,37,37,36,37,37,38,37,36,33,36,31,38,"broadsheet"
"1178",51,48,51,41,50,41,40,41,51,46,46,45,47,47,48,46,45,41,41,40,47,"broadsheet"
"1179",20,20,20,19,20,18,18,19,20,17,17,17,20,20,20,17,17,19,19,18,20,"broadsheet"
"1180",59,58,59,52,59,48,48,45,59,57,57,57,58,58,58,57,57,52,45,48,58,"broadsheet"
"1181",29,27,29,24,28,24,25,19,29,24,24,24,24,24,27,24,24,24,19,24,29,"broadsheet"
"1182",100,98,100,85,100,79,80,84,100,88,88,85,96,96,98,88,85,84,84,77,87,"broadsheet"
"1183",39,38,39,37,39,33,33,36,39,37,37,37,38,38,38,37,37,37,36,32,38,"broadsheet"
"1184",32,30,32,30,30,28,29,30,32,28,28,28,29,29,30,28,28,30,30,27,31,"broadsheet"
